benchmark_type,broker_count,partitions,replication_factor,min_insync_replicas,num_records,record_size_bytes,throughput_limit_records_per_sec,producer_count,consumer_count,batch_size,linger_ms,acks,compression_type,trial_index,comparison_mode,metric,metric_label,pct_change_vs_plaintext,penalty_pct_vs_plaintext
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,broker_cpu_percent_max_mean,Broker CPU max mean %,-58.99002894821486,-58.99002894821486
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,-21.873506074809963,-21.873506074809963
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,broker_memory_used_percent_mean,Broker memory %,57.80100536248634,57.80100536248634
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,1.914512942365452,1.914512942365452
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,3.7218002683971316,3.7218002683971316
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,2.847629919046549,2.847629919046549
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,2.4905021735713166,2.4905021735713166
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,-26.732040076742695,-26.732040076742695
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,-100.0,-100.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,0.9054088594404214,0.9054088594404214
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,records_consumed,records consumed,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,throughput_records_per_sec,Throughput records/s,-54.560906548206,54.560906548206
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,throughput_mb_per_sec,Throughput MB/s,-54.560804429486765,54.560804429486765
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,data_consumed_mb,Data consumed MB,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,rebalance_time_ms,Consumer rebalance time ms,78.3132530120482,78.3132530120482
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,fetch_time_ms,Consumer fetch time ms,149.5744680851064,149.5744680851064
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,-6.541769783779702,-6.541769783779702
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,broker_cpu_percent_mean,Broker CPU mean %,-35.073281544129216,-35.073281544129216
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,broker_cpu_percent_max_mean,Broker CPU max mean %,-0.07015806198672367,-0.07015806198672367
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,-0.8398359083994809,-0.8398359083994809
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,broker_memory_used_percent_mean,Broker memory %,65.06542973373719,65.06542973373719
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,1.7456220660125945,1.7456220660125945
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,3.5911465542624215,3.5911465542624215
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,2.613766876706777,2.613766876706777
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,2.213872231301607,2.213872231301607
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,-29.641246814350126,-29.641246814350126
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,511.92982456140356,511.92982456140356
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,-1.1464187783201556,-1.1464187783201556
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,mtls,records_consumed,records consumed,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,mtls,throughput_records_per_sec,Throughput records/s,-53.42624865830011,53.42624865830011
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,2,mtls,throughput_mb_per_sec,Throughput MB/s,-53.426167281781915,53.426167281781915
